9571:4671,8772,7622,3034,7926,9435,12861,5975,1446,8392,
9573:2414,2092,76,698,564,10048,2312,4,40,2406,
9576:104981,73024,83586,74110,115854,65408,35626,56608,68043,45929,
9580:17,616,302,84,518,654,58,650,1102,902,
9590:17,302,58,518,542,29,650,138,354,486,
9593:157,3196,197,27070,5111,10541,2548,465,7160,14793,
9606:4308,81,4755,2967,189,2379,1712,3107,14754,226,
9612:302,616,1102,58,8,29,650,518,76,354,
9613:5567,2200,4453,327,9289,511,331,65,931,24425,
9614:931,2548,32,1099,239,17,3234,1276,103,394,
9630:719,984,463,5480,8860,661,2153,1400,801,14754,
9665:17,84,58,8,29,736,591,650,861,1196,
9666:398,17,5598,2447,11644,14964,9388,4941,37386,302,
9668:17,4755,302,189,654,1527,76,155,3107,616,
9680:17,302,654,58,616,650,564,29,698,1069,
9685:356,17,1703,656,364,7869,14626,542,654,605,
9693:17,302,654,564,616,76,58,84,8,29,
9694:2848,6387,76,17,31633,22856,5363,1149,361,40263,
9696:2703,11808,398,1539,3737,378,4453,1050,2547,3159,
9711:238,356,656,17,302,650,616,76,654,5567,
9722:840,17,4308,157,3196,8069,197,7006,5111,10541,
9727:17,616,302,650,654,58,76,564,542,29,
9742:116,8199,790,1558,9354,418,17,749,1871,3789,
9745:17,654,8725,84,58,2092,1937,518,861,285,
9752:3177,219,2337,8066,1902,3789,1164,2068,5738,6411,
9753:17,1119,84,302,4420,947,70,654,736,354,
9755:17,654,29,58,616,650,6,76,84,8,
9757:8199,301,1867,2337,1348,696,20069,116,18,8928,
9786:48,1187,361,14819,302,84,354,7612,58,953,
9808:17,826,402,32,616,3081,564,813,654,4453,
9810:568,239,17,58,1348,654,285,302,6,289,
9812:302,1389,1057,1187,58,891,8579,84,2162,3039,
9813:1352,1527,189,17,3107,4825,2880,3172,10041,1712,
9818:73268,100290,54130,61393,14208,54196,88566,23710,47026,75411,
9820:4268,2848,245,2715,1446,2955,17,2030,1002,146,
9824:1002,710,2715,4513,1744,1340,3618,6315,13,371,
9827:719,17,2318,463,875,984,119,1460,661,5480,
9831:168,719,984,463,8860,5480,5738,1528,574,1400,
9834:17,616,302,8725,654,58,76,8,650,1001,
9837:17,654,616,29,76,650,6,1102,84,1357,
9839:4308,81,6545,2379,226,2967,698,76,70,17,
9840:353,2268,1951,2848,4487,1703,185,4268,1126,331,
9864:17,654,29,58,616,650,84,76,8,1102,
9879:385,1696,1276,5048,1549,4708,6559,4996,2602,2983,
9890:17,302,654,58,84,29,650,395,162,2618,
9891:654,8,29,58,866,354,138,616,76,1762,
9892:3176,1069,373,4239,908,17,1208,1603,245,1412,
9896:1827,17,245,353,5587,2559,20300,16229,2142,947,
9899:866,254,76,302,354,13420,1995,2292,2139,546,
9900:17,654,616,302,650,6916,5812,81,2139,2292,
9911:347,155,790,1550,418,3101,32604,17,2200,482,
9926:84,70,654,58,8,7087,3645,591,650,302,
9927:116,1102,138,650,518,61,564,1475,736,1403,
9929:908,302,76,3448,645,866,899,2950,8,14750,
9944:3176,7680,4239,1803,200,3514,1164,601,34242,415,
9945:4671,7334,7622,8772,3034,12861,2215,7468,5975,9594,
9946:840,2021,9289,6545,44,2068,1435,7037,23768,8454,
9961:302,17,1352,654,189,616,1527,58,76,4755,
9984:378,1245,1382,4308,285,17,15,616,650,76,
10030:302,654,616,4268,650,29,8,76,301,15,
10040:168,2318,463,5738,984,5480,1326,2153,1528,8860,
10050:17,2447,5598,11644,2934,302,14964,9629,11008,4941,
10051:409,17,45,616,302,58,654,650,2162,236,
10073:17,654,302,58,616,29,650,8,542,84,
10078:46163,99432,100686,89999,90717,6813,101298,28718,5813,117198,
10082:1551,302,70,1790,1023,3039,1449,899,873,84,
10084:301,226,17,70,58,302,654,76,354,84,
10086:719,168,1109,984,273,8860,661,2153,1400,463,
10088:40,698,6901,76,4,10048,1069,1787,4146,564,
10090:2139,40,890,4880,2008,76,698,1787,2406,3847,
10110:8928,6315,1340,4513,302,1002,16465,3039,53529,3618,
10111:931,17,302,1539,1099,58,654,29,616,84,
10115:97,1344,675,4708,1693,8447,244,1276,2988,782,
10117:17,1086,542,302,654,616,8,58,76,84,
10130:17,70,1382,834,302,226,654,1790,15777,508,
10132:2200,5567,65,17,327,511,1558,302,508,1804,
10133:9354,4146,3599,17692,3043,19478,9043,3241,6901,3125,
10136:17,564,302,698,866,2139,650,361,168,654,
10140:302,17,654,495,29,58,616,1476,837,84,
10148:719,463,984,5738,5480,8860,1528,2153,1326,801,
10155:17,908,302,289,58,84,654,8,616,518,
10156:168,1460,1326,5738,3177,2153,2318,14754,719,5480,
10194:8,302,654,1762,354,616,29,736,58,866,
10196:302,1550,58,616,179,29,3039,1348,119,354,
10200:2403,1524,970,3506,245,4487,17,10046,5587,2559,
10210:9354,2447,11008,11644,17,4339,9629,37386,4941,8209,
10233:840,2548,157,4755,3196,4308,197,1352,1460,8069,
10235:9289,2068,247,352,297,8011,11467,1435,1790,5545,
10236:327,17,2292,616,302,76,654,8,58,1190,
10237:17,302,654,8,58,518,616,354,29,76,
10249:273,138,17,1462,554,302,656,654,8,84,
10254:1832,4339,654,58,302,3,859,1140,1549,616,
10267:1187,29,354,2162,736,616,866,8,76,1462,
10275:2703,931,1539,1535,1825,1126,409,947,1382,342,
10276:616,302,654,650,58,394,84,564,1102,1196,
10279:1550,616,861,17,302,6,155,654,347,1196,
10302:58,354,84,866,1102,285,76,301,1476,138,
10303:40,6901,2414,4146,3599,3043,1884,19478,9043,3125,
10304:398,1069,1245,356,7608,45,591,402,46,239,
10306:17,616,654,2369,364,29,518,1276,8,1550,
10313:17,616,654,302,58,1205,29,8,84,2733,
10317:302,953,1359,84,131,654,650,36136,899,616,
10335:669,947,398,8322,225,924,24425,11072,24933,9674,
10339:654,2092,354,29,2162,58,616,1119,518,736,
10342:17,302,654,616,101,8,518,650,29,84,
10346:238,409,564,225,17,1196,58,302,650,616,
10359:302,654,58,84,866,1102,1690,285,301,3234,
10364:826,1558,1196,902,12586,1086,124,4456,425,17,
10366:58,654,1550,76,224,84,564,650,61,861,
10371:76,4,564,40,17,2139,1069,6901,81,96,
10377:17,48,1187,101,302,58,654,84,616,8,
10378:168,719,2318,463,5738,984,5480,2153,1528,1326,
10387:21643,8810,21226,16023,7200,23433,19876,44151,6542,13391,
10388:17,302,76,616,654,58,8,650,84,15,
10392:83650,48102,38505,38102,68813,57344,46927,15421,39036,50134,
10408:840,2548,197,8069,10541,5111,27070,9354,3307,14793,
10420:17,302,654,58,591,29,650,76,861,8,
10427:7334,4671,364,787,32,1077,9594,3039,2215,7622,
10439:84,29,76,8,354,650,866,301,138,591,
10445:17,1539,84,518,302,3704,873,1825,58,616,
10454:3176,1696,124,826,1803,4239,97,1200,675,357,
10471:17,302,654,8,58,616,518,29,2369,101,
10478:17,302,58,76,616,84,285,554,518,7006,
10479:564,2548,787,394,1276,840,1348,1097,157,3196,
10480:17,58,302,654,101,76,518,591,564,650,
10488:302,654,84,866,8,616,58,301,361,899,
10502:224,168,17,302,654,650,182,2318,719,616,
10513:378,1558,826,1696,8213,1405,4372,493,578,7006,
10523:441,1002,2715,710,4513,1744,1340,3618,13,2028,
10543:441,2715,1744,2028,710,8928,4513,13,1340,3618,
10554:4035,84417,46040,47777,113857,78777,48077,15817,87267,61101,
10563:899,6450,1119,4420,2935,302,736,84,6945,947,
10564:866,302,354,254,654,2265,953,84,736,899,
10570:17,29,58,146,616,84,1102,6,239,354,
10573:7266,21226,21643,8810,19876,6542,44151,16023,7200,23433,
10580:17,302,654,564,616,84,58,76,8,1102,
10636:302,654,616,354,3183,29,1102,76,84,322,
10655:17,654,302,84,29,301,58,616,866,1102,
10691:2512,17,364,1131,999,103,58,616,542,167,
10693:17,302,654,76,564,8,29,84,591,861,
10698:17,302,654,58,591,29,8,650,861,84,
10707:53161,36008,89698,21896,68288,76344,93063,417,77336,50333,
10710:70,749,58,1119,8,94,76,650,616,1762,
10726:1344,61,650,17,9354,302,616,76,5767,116,
10747:73268,54130,100290,14208,47026,23710,61393,75411,54196,88566,
10758:17,4364,616,302,1190,76,8,654,119,58,
10770:7334,8772,7622,3034,9435,12861,2215,9594,11855,6311,
10779:21643,8810,11473,4230,22201,7266,29002,71314,9144,63462,
10794:616,394,302,17,654,58,46,861,1357,8199,
10801:2414,2092,8725,76,564,698,10048,17,2312,40,
10807:1119,17,8151,1187,2140,947,3176,1127,891,908,
10820:1410,225,9354,358,429,4032,5303,14026,696,17,
10842:51636,55858,53534,29698,37456,115565,102419,97934,18989,48811,
10843:17,302,654,616,58,29,8,4268,301,6,
10844:1462,2512,521,1535,117,70,1023,138,17,4453,
10845:9289,6503,3176,7021,4239,247,2162,17567,1803,1495,
10854:533,5975,6311,2139,8772,7926,603,1397,10981,2510,
10858:17,70,302,616,654,81,76,58,8,84,
10871:394,45,1693,17,3234,58,591,1578,32,1050,
10892:358,6,65,409,17,1405,2162,61,302,564,
10905:34928,99739,77596,22103,48267,46664,73227,62440,5296,86019,
10908:17,518,84,2121,58,873,5998,302,616,4613,
10913:840,2548,157,3196,3307,1069,197,8069,10541,1002,
10920:616,302,654,58,103,8,101,70,518,327,
10955:48,17,1187,2162,302,84,875,1119,654,70,
10956:518,84,302,8213,5998,1102,654,3039,6503,2656,
10968:616,17,654,58,302,564,76,542,650,8,
10991:6491,3484,81,76,1164,6916,2139,40,17,4021,
10999:17,654,58,719,1357,616,2618,2318,84,4339,
11000:780,3423,2241,5767,7211,229,8283,3939,12727,1749,
11022:3448,302,14750,76,12253,8861,4756,749,866,10075,
11034:17,654,58,76,84,8,29,394,1102,6,
11037:8772,7334,3034,7926,533,9435,2215,11855,19152,10981,
11047:1359,1127,12586,1696,6243,3137,605,131,17,1822,
11055:48102,116360,15421,11096,39036,83650,79316,50134,38102,38983,
11099:944,58,17,302,616,654,542,859,1239,690,
11105:1187,302,899,654,48,8,1389,1057,4420,518,
11110:2139,1730,2008,10039,2715,1164,3177,385,5097,3131,
11118:7334,3137,1077,3039,9594,1131,12586,5767,4671,7468,
11132:4755,189,1527,3107,2880,441,3172,10041,1712,4825,
11134:3423,17,140,780,226,5767,76,2967,2241,986,
11135:17,302,2583,616,8,654,402,58,787,76,
11149:302,654,8,354,866,518,1762,58,138,301,
11150:533,8772,4671,5975,3034,7926,7622,6311,10981,9435,
11193:429,9354,17,696,3789,11008,8627,247,26360,1684,
11211:40,6901,70,4308,4146,1651,2312,8783,76,5357,
11222:385,8199,4372,254,59675,8715,5726,41216,1175,48724,
11228:441,1002,2715,1744,4513,8928,13,5122,1205,2028,
11240:31968,51771,91377,113572,84083,68453,51628,104940,80403,38160,
11259:76970,17503,80339,77173,117467,78406,107877,42705,120463,97858,
11264:17,654,29,616,58,495,1357,6,224,650,
11273:84,29,58,616,1102,866,301,76,289,101,
11278:17,302,654,616,58,29,650,76,8,84,
11279:568,62,873,239,17,486,654,2405,736,199,
11280:84401,17233,665,122237,111145,29304,101597,5032,20377,72473,
11287:1102,8,302,76,654,899,616,518,138,2583,
11332:168,986,719,2139,2318,463,984,2153,698,5480,
11360:86540,119664,51728,59095,93291,57382,93104,70731,7509,103359,
11363:17,866,2292,302,76,81,654,70,254,6491,
11378:70,76,698,17,2312,564,81,1787,1730,7087,
11388:901,1239,568,17,190,2030,654,302,616,3992,
11394:1606,9354,12776,119,44,840,3039,17,131,1790,
11404:17,76,616,302,40,58,654,70,1069,4017,
11414:2703,12586,605,1902,3841,1001,1535,4275,1359,11310,
11418:1352,984,1527,5738,189,8860,1528,1400,2642,14754,
11419:302,1847,654,650,28605,23967,616,76,84,1462,
11426:236,3448,14750,776,12253,398,17,10641,10075,4203,
11427:96,3177,7037,10048,25910,367,3307,2312,3054,12332,
11428:17,302,654,58,354,84,616,29,76,1102,
11431:74668,76915,12431,50337,86862,63847,117616,97821,44866,5409,
11437:3423,3137,262,2241,17,226,76,780,5767,986,
11439:5117,131,245,4292,826,1987,17,4268,119,5587,
11444:17,1539,654,58,616,29,3704,76,542,1825,
11458:273,861,483,616,17,508,518,58,654,302,
11462:2337,17,2194,2275,931,14237,1326,76,826,873,
11463:58,29,76,866,944,354,301,542,101,15,
11484:17,656,61,654,1403,15,3307,616,2414,364,
11507:4,1069,3105,2414,2312,10048,2778,1730,2512,3081,
11510:17,616,654,84,58,518,650,29,76,1937,
11511:986,245,542,17,710,81,2379,302,226,4268,
11525:302,17,654,58,616,84,354,1102,285,866,
11529:302,17,654,495,29,58,616,726,1476,84,
11535:1539,155,1825,3039,1127,2265,2121,3704,2557,654,
11537:866,378,4308,7006,17,4261,1589,1991,76,11404,
11538:17,58,29,616,84,1102,76,8,650,1937,
11540:840,4755,1352,157,2548,3196,189,1527,197,8069,
11552:302,654,5702,3039,616,58,650,1822,29,76,
11554:1352,1527,189,3107,2880,3172,10041,4825,1712,6434,
11558:1539,3704,17,1825,873,710,7048,1091,947,5738,
11569:616,29,8,155,542,866,76,518,650,736,
11584:17,302,654,76,29,650,8,564,591,84,
11586:157,3196,197,8069,10541,5111,27070,11973,13049,465,
11603:616,17,654,302,58,564,542,76,650,29,
11606:654,58,84,29,591,518,564,542,2618,394,
11614:398,96,5598,2447,11644,17,2934,2399,9629,9388,
11616:17,302,654,2369,58,616,29,8,84,76,
11651:17,302,616,58,654,285,650,76,29,224,
11657:347,1344,17,84,518,294,1604,6068,1200,155,
11660:17,84,58,354,616,866,650,8,76,138,
11670:17,302,182,654,650,1245,58,616,76,29,
11676:780,3137,2241,7211,1749,5767,229,8283,140,3718,
11685:2703,1131,1957,2946,3661,106,1044,2816,3842,9045,
11699:4152,109261,61383,87251,107998,73400,108815,118570,20559,119836,
11700:302,76,645,654,616,58,866,224,1220,361,
11716:302,3039,953,84,650,138,36136,899,1127,616,
11719:17,3423,1884,76,1462,3137,2241,378,8283,5767,
11723:96,826,9289,3159,1131,4708,117,901,6303,1359,
11738:17,1102,8,302,654,354,518,616,58,29,
11749:81,3423,780,1749,2241,3137,7211,140,986,1888,
11775:4308,7006,1991,17,117,352,76,508,1589,70,
11781:17,654,616,84,58,8,224,1344,1245,29,
11788:901,2414,2139,385,3159,6303,1208,546,76,3148,
11795:441,1352,710,189,1527,1002,1205,3107,2880,371,
11799:66234,61419,104357,43903,116483,34022,16765,95424,7234,88778,
11818:431,3522,5465,10549,1330,1871,2626,673,230,29159,
11825:70,17,76,81,302,654,616,138,986,58,
11835:17,29,58,616,84,1102,354,866,76,6,
11836:168,719,378,463,984,1326,5738,5480,661,8860,
11838:1099,710,1164,931,1539,873,2068,8093,2121,947,
11839:394,17,616,302,654,58,650,1001,1804,8725,
11843:441,1002,710,2715,1744,8928,4513,1340,3618,1205,
11844:224,294,1558,356,17,162,1693,58,650,616,
11847:441,1002,710,8928,4513,2715,1340,3618,1744,13,
11851:94251,73361,119672,19576,87863,115608,60318,60958,112556,34022,
11856:1884,2967,1888,7211,8283,226,2241,5767,3819,3718,
11863:36131,110416,81120,35201,35747,72662,111923,41562,81716,27203,
11864:21643,8810,11473,4230,22201,7266,29002,71314,9144,63462,
11865:17,302,3423,58,866,84,2241,29,780,70,
11883:225,429,9354,17,696,11008,12090,8627,3789,26360,
11884:168,719,3177,463,2318,5738,5480,984,1326,1528,
11885:1002,70,710,8928,2715,4513,13,5122,6315,17,
11892:96,347,1344,2946,385,1787,826,2528,1651,546,
11893:17,302,654,76,70,84,1462,616,58,29,
11896:361,1069,670,347,6901,17,2414,40,15720,2934,
11910:899,48,6450,4420,891,1389,1057,2935,84,302,
11913:17,302,654,84,70,58,616,29,354,76,
11922:17,654,302,616,29,650,76,8,101,289,
11928:17,891,224,1187,790,1389,418,654,1057,899,
11929:654,29,226,866,84,650,361,564,1069,1535,
11939:17,76,8,564,616,302,81,650,58,70,
11956:654,616,650,76,29,1245,8,285,301,518,
11962:40,385,1787,2139,1460,2600,826,6303,1730,2778,
11968:1539,17,3704,873,1825,1208,710,947,4021,70,
11972:1099,1245,8093,2092,873,931,17,1360,1402,807,
11979:866,17,302,254,654,76,354,29,84,546,
11983:17,654,58,70,616,76,285,84,650,7087,
11988:302,654,58,76,8,2369,616,29,84,899,
11990:3484,2194,826,500,2946,385,4292,2292,4357,1539,
11996:30493,95636,78836,17627,110245,45409,70306,114773,104563,36150,
11999:441,2715,710,1744,2028,8928,4513,1340,13,1205,
12008:17,616,58,654,302,15,542,8,518,6,
12010:3196,197,8069,10541,3307,5111,27070,7160,5627,14793,
12011:17,302,616,58,654,76,650,285,45,236,
12027:17,302,564,654,58,616,650,361,698,866,
12028:654,84,76,866,8,650,138,301,1001,285,
12037:17,302,654,616,29,6,61,76,859,285,
12047:2139,2008,1460,385,3131,2194,8384,802,3484,17,
12050:17,654,518,616,6,138,1762,354,650,101,
12067:40,2528,4146,2946,12093,2312,6117,16658,4093,3847,
12084:17,654,29,76,81,591,6,861,1089,2618,
12094:168,463,2318,984,5738,661,5480,1528,8860,1400,
12130:9289,45,3137,182,1196,802,7422,1359,5145,394,
12170:17,564,302,698,866,2139,650,361,168,654,
12199:873,790,1119,891,182,17,1558,542,8,650,
12211:40,6901,1651,2312,698,5357,8783,10692,2528,1787,
12213:826,1696,1558,4453,5356,385,6303,3081,1830,425,
12232:17,654,302,2703,76,29,8,591,542,289,
12234:17,866,76,840,1190,254,1287,2337,131,2275,
12235:17,302,58,29,616,84,495,1102,354,866,
12237:96,225,6901,2021,675,10291,2414,2602,1050,3157,
12239:1730,1696,805,3484,2194,2008,8384,2139,5663,5726,
12263:8,17,84,616,302,654,58,1102,902,289,
12268:294,6503,356,1050,3250,17,3159,1086,616,364,
12271:17,2292,81,76,226,70,2139,6491,5812,3484,
12272:1696,826,1558,17,76,103,654,327,1471,698,
12296:899,1187,48,17,1119,4420,131,84,302,2935,
12310:17,302,2162,654,9289,2068,76,5567,124,866,
12327:17,6901,698,564,302,1069,2414,2139,168,361,
12328:899,17,1119,84,302,2935,76,654,354,947,
12356:17,70,302,616,508,84,1023,654,8093,8,
12360:302,654,84,58,866,116,354,1102,1476,953,
12364:591,302,654,76,58,1190,6793,650,3039,32,
12373:698,40,6901,76,10048,2414,1069,2312,564,96,
12375:2946,2140,1790,605,1991,1091,119,2579,1606,3039,
12376:40,4308,9354,6901,2414,4146,3599,1884,3043,19478,
12379:65,1287,5567,327,119,511,1405,375,17,967,
12406:17,226,302,654,138,1462,76,84,354,29,
12416:84,518,302,5998,1550,294,654,8213,3039,1102,
12428:20253,109063,90210,101942,60537,28049,31574,8292,82150,22844,
12433:1131,1957,22,2946,4481,106,7624,1276,2816,1099,
12443:17,616,302,76,1190,654,8,58,65,3233,
12453:2162,875,302,1119,1102,654,354,70,947,6450,
12464:225,8725,696,17,2092,8627,17892,76,302,1684,
12467:1002,2715,219,535,2028,1460,5738,1744,2983,1446,
12474:2848,2946,422,17,8,1405,826,61,354,398,
12480:17,302,654,58,616,29,650,76,1832,726,
12496:568,239,17,58,6,1348,285,2924,654,302,
12498:88446,42177,78143,68980,89800,46859,107752,76158,122870,2207,
12505:9354,44,352,7334,9289,3137,2068,9874,3789,921,
12512:654,58,616,84,8,76,650,1102,239,301,
12531:17,302,76,654,616,3448,58,564,8,84,
12532:9354,2021,1435,9289,5767,81,731,176,18953,140,
12533:58,29,616,8,1476,354,1762,726,518,3234,
12534:678,1730,2715,2302,373,30,3148,1703,2110,28,
12536:17,302,1002,710,84,8928,518,1744,4513,58,
12540:17,654,29,58,616,650,8,84,1102,76,
12541:17,226,302,1462,654,138,76,1382,84,899,
12544:17,654,302,518,616,76,84,289,58,15,
12549:17,254,302,76,654,354,29,2139,546,84,
12552:4268,103,12586,510,944,2275,1126,84,17,245,
12555:1696,9289,1164,1790,1200,826,10600,2008,16208,16258,
12556:17,1102,302,8,654,354,518,616,29,58,
12559:2162,875,1119,84,302,6450,2935,947,70,654,
12562:9354,5767,3137,731,140,2021,1884,12022,81,4339,
12564:58,616,84,1102,76,354,6,15,866,8,
12568:6160,7824,22612,58750,16686,1192,62870,15781,74705,28576,
12573:17,407,1239,486,58,726,1772,29,616,61,
12587:302,3039,1348,36136,650,29,84,899,138,294,
12595:840,157,3196,197,8069,10541,27070,5111,76,4,
12601:17,226,302,654,138,1462,76,84,616,29,
12604:302,29,76,1592,650,84,736,518,866,354,
12616:398,17,11644,5598,2447,2934,9629,14964,4941,37386,
12622:17,302,654,616,29,8,650,84,518,2092,
12628:1099,378,2121,1402,4305,1535,1465,6381,1360,899,
12630:225,8725,17,2092,4268,302,709,924,654,710,
12642:17,654,616,8,289,76,1102,29,2618,518,
12660:17,616,302,654,58,84,8,861,1196,29,
12662:2139,61,17,675,4880,10549,1987,5287,2008,5550,
12663:17,302,76,3448,654,58,616,564,650,116,
12669:17,302,654,58,616,29,650,76,84,8,
12676:441,1410,1205,1002,2337,710,4444,827,3618,1340,
12700:1913,2848,1002,710,8928,6387,4513,76,1340,13,
12701:17,84,302,616,1102,654,58,101,76,650,
12723:1002,710,2715,8928,1744,3618,13,6315,371,5122,
12725:17,302,654,58,616,29,76,84,650,596,
12739:3177,2068,1790,219,16208,1267,38470,1830,3715,3789,
12753:17,302,654,58,616,285,650,564,726,29,
12754:2030,62,327,146,245,508,61,17,4268,32,
12761:76,2312,4,564,2139,1069,10048,1730,1787,3105,
12766:4308,81,226,2967,1749,3423,1884,70,6545,17,
12767:21643,8810,11473,4230,22201,9144,29002,63462,71314,71449,
12773:931,500,1539,2194,873,385,4292,2337,3704,1460,
12779:168,65,568,1344,2318,5738,463,1460,2337,984,
12780:8725,696,17,9354,8627,76,12090,1684,17892,4032,
12794:1099,1696,2669,3484,2194,262,8384,17,6840,873,
12795:17,654,29,58,616,650,84,76,1102,8,
12796:2848,6387,76,347,17,31633,22856,361,5363,1149,
12799:6160,7824,16686,22612,58750,1192,62870,62424,28576,74705,
12804:17,1551,302,70,616,1023,508,654,8,84,
12807:533,5975,8772,6311,7926,3034,603,10981,1397,2510,
12811:17,2162,302,875,1119,84,654,354,70,1102,
12836:17,616,654,302,58,8,542,6,518,15,
12841:533,5975,8772,378,6311,7926,3034,10981,603,4671,
12852:17,302,654,58,616,29,650,76,285,542,
12860:654,29,616,58,866,138,301,289,736,76,
12885:2241,3448,3137,5767,780,302,3374,7211,14750,12727,
12892:76,654,58,302,616,224,698,1069,70,285,
12898:17,302,58,654,616,29,76,62,15,84,
12902:533,5975,6311,8772,7926,603,3034,1397,10981,2510,
12912:17,84,76,591,650,2618,861,354,564,866,
12918:17,302,616,29,76,650,84,354,289,285,
12928:17,2162,875,84,302,6450,2935,891,518,654,
12931:17,654,302,616,29,8,289,76,650,101,
12934:568,616,17,591,654,2030,302,58,322,542,
12939:2946,2292,294,1030,2026,8213,3514,1382,2983,14636,
12956:17,616,58,302,45,654,650,8,542,236,
12967:347,17,16852,6545,654,1578,302,11808,616,29,
12970:17,302,654,76,58,182,616,1245,84,8,
12985:7334,3039,1077,3137,9594,4671,12586,787,7468,5512,
12986:719,2318,463,5738,1326,5480,984,8252,8860,661,
12991:2703,17,76,65,508,3249,302,3003,650,616,
12998:1550,17,3101,654,302,616,58,347,29,8,
13004:76,17,564,40,4,2139,81,96,1069,6901,
13019:826,2194,9289,3484,385,8384,802,1696,500,4292,
13024:50827,91538,81584,75505,54968,112334,94688,101809,90882,89418,
13025:285,17,302,654,58,616,29,76,84,650,
13039:533,8772,6311,7926,10981,3034,1397,2510,9054,4889,
13040:986,81,1749,140,3423,7211,1888,2967,1884,2379,
13050:54196,8452,50645,23710,57497,75411,47026,66674,24505,14208,
13060:14868,101671,113194,101160,105908,57814,105558,102411,53080,5249,
13062:2946,8213,294,8,2656,2292,826,4613,1030,402,
13071:1352,1527,189,3107,10041,1712,6434,23191,8848,7831,
13080:70,29,1405,302,1790,17,357,1451,4919,1200,
13081:654,76,8,650,6,84,726,101,2868,289,
13087:2021,1446,1419,2068,3789,2275,867,10316,7556,10813,
13092:302,58,616,429,29,76,736,1089,1190,19871,
13094:17,2447,5598,11644,2934,302,9629,11008,14964,4941,
13106:986,70,62,409,1344,17,486,81,736,564,
13109:4308,76,4,2312,564,1069,10048,2139,17,3105,
13110:76,4,2312,564,10048,2414,17,1787,2139,1730,
13116:238,347,2337,1460,2265,1787,931,2406,3847,1913,
13152:17,654,84,866,48,58,361,1462,1187,1102,
13153:698,6901,76,2414,17,10048,654,58,4,302,
13177:17,225,3448,302,76,654,14750,616,29,409,
13179:17,564,302,698,866,2139,650,361,168,654,
13192:68338,92766,90047,2585,39730,101113,85451,112173,85835,76628,
13195:17,1099,8,650,302,76,616,508,1348,81,
13226:7266,21226,21643,8810,16023,7200,23433,44151,6542,19876,
13233:17,616,302,654,58,650,1001,8,76,29,
13259:6160,7824,22612,16686,58750,1192,62870,15781,74705,62424,
13264:654,8,302,616,101,58,84,5702,76,354,
13269:31803,63387,57194,79732,96286,122297,77126,13583,48352,100234,
13280:17,302,654,146,616,58,8,76,29,542,
13285:70,17,76,81,302,654,616,138,58,564,
13289:826,385,40,9289,1696,2139,2008,2265,2194,1913,
13295:654,76,302,861,650,409,62,8,29,190,
13296:2703,378,500,11808,4308,931,924,6589,11310,509,
13307:605,429,1417,1709,4708,18,2268,591,1772,2326,
13312:654,84,58,354,866,1102,138,76,8,616,
13319:18586,122541,85237,113661,85502,45489,69945,58844,11167,111224,
13325:669,8725,2092,840,11008,8322,1592,27538,3737,157,
13335:17,302,654,58,76,8,591,29,84,518,
13339:9289,9354,6503,2337,2068,3177,7021,3789,10492,19871,
13353:3423,1884,2379,2967,1888,140,1749,8283,7211,2241,
13367:168,2318,463,984,5738,5480,661,1528,2153,8860,
13375:84439,40939,105191,42874,80797,79291,72345,30247,27159,89795,
13377:17,226,6901,1462,76,155,302,698,8093,654,
13380:6160,7824,16686,22612,58750,1192,62870,28576,62424,74705,
13387:40,385,1696,1109,2194,3484,8384,931,554,4357,
13392:9289,1344,3159,15657,7021,5292,2937,4413,247,802,
13414:302,654,616,76,58,564,8,29,138,84,
13425:273,500,361,17,245,363,1348,302,289,859,
13432:787,17,2200,518,925,302,508,1412,654,496,
13434:3207,4487,245,48,10046,5587,2559,20300,16229,908,
13435:826,361,546,254,1164,1696,2139,5465,2008,4880,
13436:168,826,2337,1460,3177,4453,902,1326,2275,6674,
13444:17,226,76,302,8,654,1462,508,616,931,
13445:17,302,58,654,8,70,591,84,650,226,
13447:168,719,2337,3177,1326,5738,1460,11404,14754,4372,
13459:5663,3423,76,2241,17,3137,2967,226,4686,1851,
13464:168,984,719,463,76,661,574,1400,1528,1867,
13466:17,70,908,76,81,302,8,616,1086,7087,
13467:17,2447,5598,11644,2934,302,9629,11008,14964,4941,
13469:654,58,301,76,866,2292,5812,354,81,84,
13470:533,5975,8772,6311,7926,3034,603,10981,1397,2510,
13504:302,899,1389,58,48,1057,616,76,84,875,
13506:302,17,654,58,616,84,285,495,1476,650,
13511:84,1550,302,654,616,58,8,76,29,650,
13525:4671,533,8772,3034,7622,5975,7926,840,7334,9435,
13526:168,1326,1460,5738,14754,2153,3177,5480,719,463,
13530:3423,17,262,3137,780,2241,226,76,5767,986,
13533:17,302,654,616,101,650,29,76,8,542,
13534:533,8772,3034,4671,7926,5975,7622,10981,6311,9435,
13535:157,3196,10541,3307,27070,14793,5627,465,11973,4626,
13564:2669,17,1099,6840,8,76,650,81,302,508,
13568:1002,6545,1131,1446,1164,6774,4372,2548,441,1760,
13584:17,302,654,58,616,29,8,76,15,61,
13590:81820,122237,92970,118544,9731,104328,120533,75698,114889,117423,
13596:17,302,654,58,354,84,616,29,76,1102,
13602:17,302,654,58,1804,101,564,76,486,1937,
13607:70,138,17,521,226,117,654,302,354,84,
13613:17,654,302,616,29,650,8,289,76,101,
13618:35321,105016,44089,39636,72679,31479,106766,115291,89477,118418,
