6073:58,616,17,29,138,650,542,84,162,8
6076:58,542,3101,654,15,1196,1511,1403,302,554
6078:42944,57773,62845,69395,75234,75951,122004,116890,108395,100482
6083:492,99238,85614,76489,116526,98871,39365,9605,68608,19611
6093:654,29,8,58,98257,115021,616,25805,736,138
6109:15921,6243,1359,9216,8660,12724,1495,2588,8651,18139
6110:6207,4421,91996,51447,37118,28294,16947,1072,26358,827
6118:654,51874,616,518,61,15,43823,58,245,103
6128:84,1102,650,8,542,354,518,6,138,15
6135:76311,64669,2798,111397,115238,118487,119402,120772,68038,21272
6137:58,302,518,8,289,15,542,61,6,29
6139:8,518,23660,79032,1102,17,654,616,354,6
6140:14152,861,616,542,2816,430,3101,58,17856,11385
6145:13186,33218,18792,113497,94897,39958,78823,67452,67166,66756
6146:17,302,654,76,616,58,8,866,84,29
6155:23373,16036,245,30786,12139,91069,19794,32,66333,518
6161:2447,15395,22703,4941,13388,25978,25499,44660,24211,14964
6162:616,654,61,861,542,15,302,554,289,518
6164:101073,41163,27491,81629,48300,8013,50767,47313,120097,104132
6179:78317,80569,68991,74716,71198,73181,71945,83885,61464,61756
6186:616,518,15,542,654,6402,74923,28763,81965,554
6192:56237,528,58257,56834,59191,60367,60571,61966,68457,51772
6202:564,542,84151,108584,650,302,616,17,654,58
6205:83183,20831,85748,88959,17,52631,654,616,302,354
6207:39546,654,302,61,616,58,15,518,289,101
6210:518,48,1102,17,1187,302,654,6450,101,902
6219:3107,261,7880,90229,1527,4755,24581,30563,15608,2880
6228:58,302,15,542,61,84,1102,6,650,554
6270:33649,85701,85600,10024,78641,86548,38331,19913,54638,57994
6271:654,58,84,616,6,15,138,1102,650,285
6274:17,302,654,76,616,58,8,866,84,29
6283:58,616,654,302,861,29,542,84,15,285
6290:2232,24797,33587,44369,66093,67217,84729,88626,122695,91808
6292:6648,94702,58873,61034,106173,975,28230,94485,72746,30918
6298:114461,46264,20974,55329,65734,73007,79873,24687,44121,5045
6301:616,542,15,17,84,518,1102,6,101,289
6312:17,302,654,76,616,58,8,866,84,29
6331:3423,8511,1749,7211,780,731,2616,16404,11260,22597
6336:902,11406,518,57371,81609,47993,91129,25516,108549,59730
6338:654,58,616,302,58756,29,22597,138,1102,650
6345:616,542,8,15,58,654,302,518,61,554
6351:1913,22801,28166,5726,23098,39619,9953,385,33223,3934
6357:616,518,654,61,15,58,101,364,6,402
6371:616,654,32,58,1578,17,650,861,15,542
6391:17,302,654,76,616,58,8,866,84,29
6392:52100,45722,70315,50398,68657,58524,26104,25581,58340,37721
6395:44439,1497,83689,56376,39512,10328,119222,8466,46591,31456
6404:38469,16670,11859,21031,16982,22395,3601,34134,5480,15949
6407:1527,30043,59423,104662,77288,37885,12990,122095,1352,8848
6413:70808,75472,83088,93148,12176,56701,46001,41553,105198,100933
6420:104094,20532,109028,2888,82681,122430,85802,63420,112874,40280
6450:58,616,518,654,1102,542,15,6,861,289
6457:114321,77984,44315,108055,88852,75636,71578,70710,40240,35978
6469:38931,654,302,616,58,21853,29,38832,518,1462
6475:302,616,29,10797,117151,66910,74910,87925,17,84
6520:27094,33785,18269,24508,28033,78538,2410,54010,18791,49966
6536:2846,102094,7195,44013,37359,30077,13700,16463,71688,16350
6543:616,542,861,58,1196,654,62488,49062,15,518
6555:654,616,58,518,8,354,15,861,138,650
6565:27071,37522,22006,1883,8439,29737,80053,46041,60951,47823
6568:24553,3196,120667,61310,5627,80004,62977,54285,102562,109094
6569:17,302,654,76,616,58,8,866,84,29
6587:6511,19233,35589,8964,21929,5343,31938,30301,15521,18851
6593:58,616,29,542,861,1140,15,17,6,554
6594:1187,1913,48,1023,1195,2935,17,354,109,4299
6597:26437,10692,63771,46247,4110,35660,28389,1651,27427,8129
6600:2379,2967,17317,226,3423,81,1749,1884,6824,8283
6601:76519,22181,39707,47744,75469,31161,21113,122046,121704,66678
6602:30436,111418,103717,97278,94576,92165,65559,35715,21063,10500
6603:12734,4575,37042,71599,59005,25822,12332,57974,50172,55347
6641:35798,66718,46228,40837,67245,15,967,2698,1405,8
6642:61524,32709,65522,2067,41546,10763,39419,38305,34840,25322
6655:22390,109264,48224,70348,39968,15354,39989,42000,89552,5041
6658:117921,103917,71859,44896,58929,4046,1816,918,6683,22156
6671:25960,122010,117564,111112,65887,106737,39897,27122,86231,12936
6676:654,616,58,17123,104592,79543,91532,98783,61807,302
6682:58,84,616,138,6,8,15,518,542,285
6694:31969,36868,6432,27741,121221,97047,88297,86488,86448,84537
6698:17,302,654,76,616,58,8,866,84,29
6723:28658,23239,39764,46918,52216,59307,80157,11759,39242,15604
6724:22271,22706,88477,24366,88208,87735,87709,87469,86880,85495
6725:95855,52425,83121,45603,38457,76394,110496,114084,115255,29751
6728:51836,79653,81442,112702,66108,8,38122,542,73902,64401
6735:616,58,542,15,17,84,518,8,861,554
6736:28351,28832,64841,26973,69446,28093,4203,65669,10075,67285
6737:35442,15,81108,542,616,131,787,94,518,8
6749:29962,3882,7404,11859,38251,1400,38469,3379,14662,135
6755:1102,518,8,17,3073,42056,302,654,354,1762
6773:616,8,301,518,101,542,6,15,285,861
6792:302,654,58,17,518,101,8,902,289,861
6793:654,354,1102,8,518,138,616,40597,31926,20801
6843:616,2392,32127,2543,8427,654,302,24673,58,4625
6851:3107,12990,5624,10041,8848,1527,2880,109672,116362,80159
6881:47043,69697,49198,78050,21970,91518,111414,100279,106547,116911
6883:616,58,654,17,302,650,542,45,17268,138
6886:616,58,518,61,84,1102,6,1511,861,289
6889:21008,25165,59197,55476,30516,41088,8751,3142,302,3216
6894:5152,6922,112582,17,302,654,76,616,58,8
6895:28735,74629,1763,38510,75864,79374,44031,11498,81589,8218
6898:542,73319,18160,616,1535,58,15,650,654,25021
6903:1913,17,654,302,354,29,87511,84,58,616
6932:61790,37180,77949,87816,6073,73926,44994,73104,84478,1967
6933:81158,42380,66078,89594,16654,82584,63146,58650,7099,23720
6935:17520,36213,39786,40281,52826,60549,97616,104512,111979,113270
6939:32,518,654,17,138,302,15,58,542,616
6948:102171,56195,6302,14610,31819,40887,64230,64933,74415,100224
6950:17,302,654,76,616,58,8,866,84,29
6958:957,113365,16676,2528,4326,70,650,866,8,302
6960:35798,66718,42289,32340,23444,111241,629,36205,37960,108365
6966:3770,25398,103304,8258,81362,37204,38716,106681,2303,92135
6977:73688,79831,473,57635,61626,47726,355,34795,38580,10561
6982:2845,47429,71497,73045,56774,50052,75251,75290,77587,47441
6983:17,302,654,76,616,58,8,866,84,29
6984:63505,5990,7565,73267,18437,35724,27757,51437,10448,14095
6992:2714,2403,1827,1524,3207,3506,5840,32839,19794,73536
7005:70100,13457,107771,15,616,58,518,654,302,32
7019:302,58,1187,8,17,48,542,15,10256,2162
7027:17,302,654,76,616,58,8,866,84,29
7034:33047,41049,35538,47323,65815,5836,2529,85059,78245,32122
7035:7411,10898,49084,112422,118473,89405,2566,120597,107027,616
7036:654,354,17,302,84,58,1102,1535,70,616
7044:8151,8579,84,1187,654,70,48,302,301,138
7053:55211,79591,14038,37482,96157,91887,25165,55476,59197,72837
7059:6256,109940,58298,93033,25073,984,1740,9874,8860,661
7069:17,302,654,76,616,58,8,866,84,29
7077:31168,32107,64725,77790,43857,62125,58530,17,302,654
7096:17,302,654,76,616,58,8,866,84,29
7112:75057,120102,66211,102248,107310,103280,23084,71443,81729,107052
7116:52646,51156,62371,4763,49573,76477,77194,30326,69558,73076
7118:616,58,654,15,6,542,554,8,29,84
7133:616,58,84,650,354,8,542,15,285,518
7137:8563,70580,52245,39684,26165,7082,4943,23213,15202,34038
7140:518,84,1102,5998,616,17,55979,101,302,902
7159:654,302,84,101,542,15,29,1102,8,736
7173:18525,36070,22642,65325,57374,50775,45346,69574,31547,74005
7178:120779,31647,107021,62842,63619,33580,121962,66235,111517,94623
7183:616,17,8,650,518,15,542,6,861,289
7184:17,302,654,76,616,58,8,866,84,29
7188:17,302,654,76,616,58,8,866,84,29
7192:15,616,58,61,861,1511,518,554,8,364
7196:17,302,654,76,616,58,8,866,84,29
7203:68771,40838,72061,72344,72824,17232,22413,79074,79213,59613
7214:54886,60127,28705,23154,76452,18253,46287,865,29948,71660
7224:15,1405,1987,32,518,103,616,8,542,80399
7225:18087,21514,105578,82752,52049,63391,66575,557,17,302
7230:17,302,654,76,616,58,8,866,84,29
7232:890,10039,5097,4743,64778,49414,6229,78,50661,805
7239:113643,95396,87578,66351,52206,36890,29392,7757,15,616
7242:19029,5611,44935,9782,94354,20037,7614,22848,110617,97070
7254:122516,113255,103841,103073,34208,94421,54949,58624,100802,94872
7268:616,162,17,15,542,861,84,1102,285,8
7291:55035,63595,91181,93623,94992,43342,23042,105183,111391,114506
7294:616,518,17,654,58,101,47807,33184,63425,302
7299:616,15,542,58,554,1196,654,1511,14074,861
7303:83785,121398,20186,21679,27309,74118,22110,41588,46289,41595
7326:76,616,58,302,654,84,542,361,15,70
7340:15238,70959,8897,56166,23289,118417,103364,95738,94894,92440
7346:68308,80327,119195,65455,58936,80122,120691,66028,33921,54118
7348:654,58,302,29,239,616,2618,1140,861,2428
7351:17,302,654,76,616,58,8,866,84,29
7356:77093,104908,70695,91114,48862,54330,81659,58451,94447,80183
7366:654,616,58,1102,29,518,83119,102704,76925,40548
7367:114101,113879,92067,88136,87359,85530,33388,4812,57414,27192
7383:36206,36772,38692,26974,72581,16425,15765,56133,60832,62811
7397:861,58,654,61,84,302,518,1196,542,120784
7410:81,34829,46621,22823,7211,8667,140,51280,38964,63757
7414:6278,107206,71781,37385,39511,51718,75418,92521,93098,48122
7419:8860,1400,119391,97451,81458,64158,35988,21357,29329,11255
7429:17,302,654,76,616,58,8,866,84,29
7433:654,616,58,302,542,15,861,8,650,138
7444:52851,36365,56779,36222,66834,44550,100314,101382,24942,105594
7451:69,1917,38690,17944,87205,93408,1617,52829,65161,55235
7461:120743,114485,89069,31545,62123,16432,63283,41940,34322,77868
7466:1951,2268,16514,60347,29097,24187,28682,20711,4934,15489
7467:40871,95226,64520,35827,76403,90271,113135,542,616,33890
7488:616,302,58,15,542,84,518,138,650,6
7489:41064,98736,39860,68947,85656,50463,58835,83977,77905,7612
7517:58738,22713,186,216,45641,40483,11408,10178,64973,7478
7518:35644,43607,25937,47023,63779,84560,106624,97541,59326,9216
7519:15,518,48,1187,90907,113258,72535,103769,103366,73617
7527:20300,39395,33882,70923,63084,15642,60883,55949,45928,41229
7542:55198,84055,79872,69854,10224,50859,48814,48532,46151,40856
7555:47388,39066,17920,72027,73619,81074,90038,93182,103272,116662
7556:67880,47738,29421,22059,69013,20008,3481,16501,89716,72127
7558:95884,39286,113479,26551,110251,49413,17577,44868,66394,66813
7563:84,58,616,354,138,650,8,6,518,301
7572:3882,14662,11859,984,4394,168,11255,38251,5488,5557
7586:3601,47329,29441,21515,24078,11859,16670,3882,6436,41238
7590:44144,654,616,83204,76503,104316,302,542,15,861
7603:616,58,542,654,15,23929,302,6,3101,109468
7605:616,302,58,8,542,518,15,364,654,736
7607:44115,13511,30188,107603,85538,8458,108722,28187,109425,111683
7608:302,654,354,58,138,8,518,616,301,736
7612:616,1424,58,654,1196,542,483,486,554,1511
7617:37236,46650,2641,755,1119,654,17,17,302,654
7637:2689,53315,35799,15561,51032,49698,1098,66450,67224,87873
7657:65432,75298,4796,16364,56994,116932,33346,110064,3134,58996
7661:67797,62756,60824,17258,51484,31657,62020,84923,53908,93448
7678:3107,6434,8848,12990,5624,13338,32556,1352,6601,6266
7682:7836,47276,28527,61872,62614,99114,97081,96507,96223,94663
7692:27293,30860,3657,75427,24259,68004,15789,56243,60580,64961
7699:105524,1919,18476,9341,87928,43152,41954,26919,13298,123155
7707:616,84,542,518,15,29,8,1102,6,301
7708:40799,87846,21624,53537,37545,52721,118022,99121,98289,109780
7713:4092,5457,1912,654,84,58,29,354,616,47243
7734:89664,70094,71808,44484,51321,76266,84831,85911,86342,90388
7741:302,15,162,542,17,61,6,861,84,285
7742:11881,47827,7270,13458,73492,65615,15707,21560,6513,616
7743:56836,55729,96779,89017,27842,64990,4730,19625,58718,104897
7751:654,616,58,15,48,1187,84,29,61,1102
7760:68700,39551,87667,15931,21903,47852,72988,62729,36108,99248
7766:102443,93752,118281,43500,58603,82919,18230,11499,90060,85717
7787:12776,131,17,7333,65,616,327,6527,25733,654
7813:121345,106238,73745,41964,60179,74184,76125,121205,7487,10763
7818:616,542,654,58,1511,902,483,554,101,1231
7823:33890,30235,12814,19996,19913,46395,81547,46470,56344,69180
7825:76881,78286,6886,75492,84859,89941,74577,13528,24030,99565
7833:121205,114733,111624,19004,82996,77073,76125,40125,74184,66565
7841:58,542,654,302,15,289,861,101,8,61
7844:60636,102717,104776,99471,95881,34839,62435,16819,4369,3300
7850:63513,53421,82228,59937,49204,59468,69177,38570,35893,92714
7863:89545,85616,74736,94900,101232,58749,117622,10693,118441,616
7869:22646,25398,103304,8258,38716,81362,2303,72398,73004,73084
7888:58,654,542,17,15,861,518,84,554,1196
7889:16340,2630,2379,47041,2967,17317,67781,43801,11645,226
7894:50605,36982,60871,83303,62731,50800,4874,95086,111136,49569
7903:28609,114845,114695,71907,27636,22189,21840,20339,46923,48742
7915:616,302,15,58,17,84,542,101,32,289
7921:43783,81699,32648,39402,41708,42380,45423,46865,63124,66078
7945:121505,118028,100101,89225,86964,72317,58706,58449,55786,50628
7946:32,15,3421,1440,5723,43577,14316,15640,16416,19306
7949:8151,999,1119,245,1405,15,52535,616,60684,1987
7951:616,58,15,29,84,518,542,861,8,101
7958:17,302,654,76,616,58,8,866,84,29
7962:8,61,289,29,861,650,1511,554,32,1196
7964:116164,47501,49654,42978,65558,54300,37436,87032,81531,81041
7967:46376,31357,114582,69244,49443,112363,11587,111988,79357,56568
7969:302,17,654,29,58,616,84,8,62,76
7975:63954,61348,61100,60747,54267,302,654,46937,40395,37565
7976:93806,56884,76001,107349,26279,46610,42330,42165,41166,5703
7977:866,654,302,354,84,29,58,1102,301,616
7981:65033,68179,68239,45315,39446,22713,3378,186,32261,2762
7990:1951,245,101155,94143,92534,21505,24486,38864,2268,364
8002:16036,24838,15724,3118,71337,10426,11260,13020,91069,47138
8008:17,302,654,76,616,58,8,866,84,29
8009:121448,72029,123161,30485,56941,76599,113909,80348,81733,82519
8023:12344,79909,12716,35330,40896,70597,1142,77594,31535,13916
8032:82898,32244,68914,37671,48228,45477,79956,56324,109454,78884
8036:11859,25670,22159,24843,47350,7521,56380,37045,28466,28352
8054:81086,72940,19149,4350,11297,31989,27143,93629,47985,61121
8065:58,542,861,85172,77670,65542,74264,80999,62429,24232
8068:24655,16646,3746,18213,18327,18380,18975,66271,5962,57734
8069:3207,3506,970,8536,25783,2824,9490,9217,3434,33639
8081:302,189,58,29,616,354,84,2880,138,1527
8090:58,616,84,542,15,518,354,6,8,101
8097:17968,46478,10836,2418,76137,31004,75813,29973,51052,35213
8103:71679,63686,18937,41180,41878,80047,90464,25751,102304,33579
8104:17,302,654,76,616,58,8,866,84,29
8130:116922,42945,63596,55341,30824,1102,8,12202,518,112224
8134:105057,57519,122154,114481,111810,106223,104067,92398,84017,75498
8137:58,29,542,861,15,101,289,736,61,162
8141:14152,81048,81626,69245,61184,83866,91081,41404,91293,25494
8144:6436,49564,7629,32973,2402,2226,83191,15604,16169,39242
8150:15,302,861,518,17,554,61,1196,8,101
8159:6400,8168,52987,51561,39343,35969,29339,21870,21026,54826
8161:8357,54240,77681,17,302,654,76,616,58,8
8163:122656,121749,120560,120085,119683,116048,53328,69032,254,17
8184:10439,16357,18567,29028,30873,33788,39327,41809,42065,45274
8186:518,616,101,654,58,354,902,138,736,29
8200:654,84,302,37718,30100,1102,301,29,58,616
8206:11079,77698,15459,43911,40627,87704,17838,84554,18813,83410
8217:58,654,542,322,117559,115124,115106,114867,107720,99689
8224:73267,616,35724,51437,27757,63505,518,7565,97610,14095
8225:774,8536,2824,3434,9490,5108,25783,26895,9217,33639
8227:27281,27820,53753,45456,3932,39992,15460,18186,389,14393
8229:58,616,302,289,861,16423,18421,30643,83692,87687
8245:10503,81699,32648,27291,8454,14508,10404,33562,21963,48208
8263:17,302,654,76,616,58,8,866,84,29
8264:92062,7731,6775,53987,115800,113232,43589,9376,73077,100889
8270:48507,39153,2136,43737,49400,29314,9712,52766,34234,46406
8276:58,616,15,17,6,542,650,84,518,322
8285:79453,39108,32001,56303,75235,107467,67236,81779,89274,53139
8286:12746,12020,34169,45807,51177,16784,59032,62415,68244,78603
8287:68034,39436,6468,23950,30511,24917,83266,53292,104350,71053
8290:23859,24008,24928,63820,65447,66612,66819,68208,68439,68657
8310:49237,44227,120656,6224,108999,60114,40900,26656,6668,105042
8314:82058,58480,25441,69737,69698,68279,61673,41153,36797,35439
8325:29185,93329,34537,123213,109418,107289,101339,25645,302,26481
8326:654,302,58,84,616,29,36944,29238,27151,66769
8334:654,15,58,616,61,542,2338,162,17,29
8336:17,302,654,76,616,58,8,866,84,29
8343:790,302,58,20319,26748,40454,65325,57374,518,542
8347:616,29,8,518,861,6,354,138,650,101
8352:1405,564,616,15,25740,17,32,71166,542,131
8368:616,654,302,861,15,542,1140,322,285,17
8380:31731,61193,31965,36502,12921,34916,72434,92054,73486,8459
8396:58,302,616,17,15,1102,138,162,6,542
8401:302,654,58,38095,81202,64135,616,84,354,83182
8406:616,654,58,101,8,861,114351,542,518,59548
8411:302,654,84,58,1102,354,616,29,8,301
8413:12634,3231,2366,72160,409,690,4171,99964,92668,72982
8435:17,302,654,76,616,58,8,866,84,29
8449:107332,2880,3172,6434,5624,4825,8848,11725,12990,1712
8450:1686,37804,114683,110771,102561,101220,78763,31648,42942,60203
8476:55290,12830,56029,61813,71987,76209,82489,101223,100398,18090
8477:3172,4755,3107,189,10041,1527,66787,168,297,15
8491:103769,103366,90907,73617,72535,60035,121828,113258,102429,101965
8499:52335,9055,104364,32653,12315,92656,91111,59846,85322,62454
8500:4455,8418,60193,50294,29047,33137,10563,31820,43154,34979
8510:68438,4608,74620,62155,19691,7965,46855,35589,8964,19233
8513:29587,29488,67481,4968,62955,60924,70447,49093,30316,57739
8517:25041,57092,122595,118530,118415,117399,91334,89026,88296,87129
8530:654,58,302,542,15,17,1140,162,61,101
8531:58,302,542,15,101,8,289,29,1196,61
8534:11641,105394,58120,39526,42428,18491,753,31208,31369,52848
8536:1057,62752,6578,61107,8579,8151,10041,83949,74970,69912
8537:123101,63583,44073,85627,17663,83636,86725,105088,109388,99690
8552:17,302,654,76,616,58,8,866,84,29
8569:1527,10041,7880,4825,6434,8848,11725,73309,79229,64738
8578:14152,106,2816,10466,65496,974,14328,3990,50156,51385
8581:23639,14750,6605,51942,94993,89016,88665,88190,94902,26080
8582:542,15,6,101,518,650,8,289,1102,162
8600:113135,35827,90271,64520,40871,95226,76403,89372,35975,40516
8603:51517,25937,47023,25555,61629,66525,7650,28762,8660,64185
8635:114745,89647,55351,29884,87684,61492,866,30657,654,302
8636:26437,61623,51887,28389,27747,8783,4906,20204,9797,46247
8637:17,302,654,76,616,58,8,866,84,29
8644:55436,53644,61998,81122,91326,48443,50283,41362,32866,22530
8651:2162,875,6450,1119,84,4299,2935,4420,10511,109
8660:616,58,15,17,84,542,518,61,162,101
8670:11839,11718,107493,13985,32132,24053,3516,6202,6052,8588
8681:654,542,302,84,8,61,101,15,518,1196
8692:71668,13048,44106,1749,55661,63922,47644,3423,69298,5767
8711:17,302,654,76,616,58,8,866,84,29
8717:12691,9597,3819,17071,6593,1217,7585,481,2185,3429
8718:2402,984,23239,15604,39242,3882,28658,25393,42178,14662
8719:616,654,58,8,84,29,542,138,1102,354
8735:36292,85541,6875,120427,122591,84389,83180,98250,97708,616
8736:27796,42636,85474,73839,120767,36043,67266,35163,59620,48807
8746:616,58,542,302,1511,518,61,861,8,650
8747:85160,302,654,616,84,8,58,650,1102,354
8755:27582,27589,86870,17,302,654,76,616,58,8
8760:38295,88028,51439,58063,64116,116508,89549,616,654,58
8765:17,302,654,76,616,58,8,866,84,29
8768:39619,56217,48992,89977,31619,5726,33223,4979,15475,10543
8771:8,654,302,17,58,101,71779,736,902,108685
8774:5564,19454,54345,12372,26412,57058,76744,85890,31938,15521
8782:5557,18240,15009,14051,42707,29475,1400,8733,3524,38251
8788:58,861,542,518,29,101,554,8,6,84
8789:117014,37709,25987,102031,100097,79015,77132,64269,63552,62700
8790:60721,82551,40518,16158,104630,35279,57451,25594,74453,2766
8802:654,616,302,8,101,518,29,289,354,736
8810:11268,33619,44797,103972,616,76,3704,542,1825,55244
8812:73617,72535,60035,103769,13613,90907,101965,102429,103366,113258
8822:17,302,654,76,616,58,8,866,84,29
8825:7795,616,302,37212,654,8,289,58,3448,8197
8844:49290,117858,117408,111210,111017,110529,103267,101035,100851,100449
8850:4755,10041,1527,3107,2880,12990,6266,5624,8848,19596
8852:114350,100158,96919,15647,27234,5335,7690,23303,25963,29430
8862:9854,10855,15950,23668,25817,34710,43960,48584,51850,53491
8863:58,302,654,8,861,518,101,15,542,554
8868:8,17,518,1102,15576,736,302,654,327,119
8870:58,616,8,17,29,518,138,6,101,354
8872:542,15,616,61,103,32,999,58,1196,518
8877:616,15,1511,554,58,1405,17,61,1196,8
8889:1936,123202,39766,11235,94583,87862,76381,508,99398,9689
8890:69894,65069,9459,63182,51968,51851,16522,76976,69881,75177
8900:23929,5680,34788,73490,81644,58989,43978,33111,107779,109311
8906:1535,654,616,1023,17,58,542,84,302,518
8912:113091,61726,64657,53368,65842,58782,68400,71392,123008,27081
8913:33935,68608,5111,37703,39365,8934,10230,76489,69432,9605
8915:654,58,302,518,17,1102,542,101,861,29
8916:51437,93130,7565,63505,18437,103844,104089,91774,90023,14095
8920:36253,80788,81503,89506,101271,115701,116081,7072,17782,4854
8924:235,616,441,13,29311,542,64656,13020,38131,23373
8931:38462,23243,31657,62756,80236,47934,67797,60824,58,22641
8935:74494,101398,31486,68925,13387,45271,105348,113462,80399,63472
8936:89051,54180,6306,40588,736,17,302,654,76,616
8958:31872,32055,51194,70222,74522,75190,116623,118362,53445,11150
8984:78059,81173,9725,25127,29417,9345,60889,297,352,14754
9000:302,616,17,518,542,15,1102,8,554,6
9001:47366,4797,110739,47411,16127,90438,55362,1467,55337,15995
9013:97220,117297,93405,5991,16348,72185,58446,62037,6507,285
9024:34610,119851,20415,103471,32734,95833,37333,616,690,1196
9079:542,10187,4377,23377,81,31156,16865,3678,5911,7470
9085:354,17,84,654,138,75967,77702,78301,79415,47383
9096:12990,6266,2880,7880,7831,7859,10687,20806,62199,24581
9098:51850,90286,73826,35350,60269,37008,61503,37535,23865,1678
9106:84,8,518,736,302,15,654,363,58,1102
9111:21902,79423,77634,80038,94123,34270,14104,34632,616,8
9122:302,58,861,17,71776,69049,58906,60827,542,650
9128:58,616,654,542,15,861,61,518,1511,8
9135:10075,18017,4203,7795,11621,50014,24569,3448,8861,64530
9141:3107,1527,2880,7880,5624,1352,8848,24581,12990,11725
9152:61,15,518,542,787,32,616,1987,58,654
9155:86151,66983,8409,31210,103001,17740,55433,120221,120467,14154
9157:50866,55259,56218,43665,59794,62055,63258,28655,69204,19308
9158:2973,77779,25778,43823,55222,79699,81291,84945,88623,26592
9159:353,245,18319,1262,5117,3521,2268,20711,29097,185
9160:189,10041,1527,3107,2880,3172,6434,4825,5624,6266
9161:59029,122890,119669,111655,22685,97630,984,16687,25221,22781
9171:654,616,58,40450,44873,54574,72481,29,84,26643
9173:77165,62449,76371,83282,80907,13989,68395,33523,88480,113141
9200:45041,70182,52378,14671,3787,30734,23770,14628,85876,78698
9224:73156,64643,56764,42954,39641,29863,27925,25534,82629,13066
9225:66193,31344,4445,102168,79094,66834,68281,4625,52209,51984
9233:15373,22776,42657,69008,70307,76913,80840,81143,81211,89432
9236:34433,40884,57079,27013,14740,22654,17534,78365,54549,23373
9237:542,15,1196,29,61,101,1511,8,289,1140
9238:616,302,654,15,542,84,61,58,1102,354
9245:17264,25222,25667,90299,106399,117951,96690,123256,34360,95675
9249:78219,2076,12814,19996,48791,32136,64452,49582,19170,21270
9256:1102,8,616,302,654,518,58,354,29,138
9276:87041,55158,110595,93296,13093,30884,57466,54746,42197,53301
9288:73294,10520,6525,68630,57228,101442,27477,19996,32610,12814
9290:8322,30815,13077,25985,20986,24933,4409,13647,37112,34877
9291:542,616,1511,15,61,8,101,999,364,554
9310:1196,1511,861,1403,542,1624,564,616,965,1804
9312:15,245,616,1511,654,58,322,32,103,3313
9313:103,616,542,16522,15,787,85531,74654,55426,56264
9331:85508,64240,52132,12964,37294,28740,66541,69121,11246,24308
9333:34582,30259,95159,4965,62433,10869,16431,203,4650,6210
9350:654,616,302,58,736,542,4481,289,17,14152
9357:9760,80021,83385,20184,7585,986,17,302,654,76
9359:616,302,654,542,58,84,15,518,8,861
9364:31120,104142,28157,1645,57858,11205,61980,31671,53629,21143
9368:72716,50917,48701,80322,60740,35080,2449,58912,35213,34880
9369:75554,85279,102614,6517,101978,94856,95729,69267,3882,50791
9371:302,654,518,58,616,101,736,138,8151,1119
9381:22507,26121,48061,46332,88013,59030,5214,19376,19319,48307
9389:32076,39645,72606,95029,97686,109119,63225,45970,18077,7560
9394:654,616,48389,48759,15,29,84,8,58,518
9400:56474,102603,34507,4162,120332,10623,80527,29907,15194,9909
9402:17,302,654,76,616,58,8,866,84,29
9420:15,302,654,245,84,58,616,518,542,101
9431:83478,26696,34689,42989,6574,60838,58338,55785,13733,51871
9432:24834,8,354,616,302,17,654,518,1762,69854
9433:118575,113918,109750,103886,95228,89255,86412,77882,73797,71022
9437:3746,11358,74239,28945,5053,48863,34127,17721,14524,10305
9442:1749,6108,140,13544,8511,22597,68278,3718,41568,1888
9443:71655,13455,61802,60307,96775,97479,35666,58,302,654
9451:302,58,29,616,84,15,19837,542,289,1102
9473:8484,33851,59924,40825,29335,28416,52866,10041,5624,60059
9474:17,302,654,76,616,58,8,866,84,29
9486:115711,94987,94680,50707,38475,24364,15360,78501,30116,17684
9487:43028,94112,89174,117711,616,28213,59661,84,542,654
9489:28321,35249,86935,122888,36522,122036,105151,65939,72358,15344
9494:3196,5111,54010,14793,78389,18269,41919,27094,15772,27070
9498:17,302,654,76,616,58,8,866,84,29
9499:121847,120445,119925,109702,106281,97656,96474,21010,72217,41619
9500:121841,120484,86026,44066,75603,46787,70966,12578,105078,19253
9507:20297,25010,53415,89626,6446,34571,58254,121555,83691,102405
9514:19244,45791,85292,36401,63098,9961,23317,1989,17,302
9525:1187,17,84,8,518,2162,32,616,302,654
9528:9376,73077,73761,7731,74126,62846,6775,92062,23968,98020
9531:35368,118260,107534,107100,102836,102054,92453,89252,79458,77204
9535:528,56237,56834,58257,68457,59191,51699,86149,86054,51772
9538:58,654,861,302,542,15,1196,518,17,61
9541:121835,120893,96167,77846,75193,72145,53744,46570,18868,26441
9553:122169,111574,3901,108638,123043,112720,96253,59064,16056,33244
9568:18919,4625,86204,23601,73949,24673,19660,18195,49336,35717
9570:81298,84917,88209,94177,99397,56495,103783,56196,4994,52064
9571:90013,31835,67596,46731,65998,64758,57701,68863,105369,54474
9573:13555,11358,66271,20855,21442,10787,18213,7450,23230,17721
9576:17,302,654,76,616,58,8,866,84,29
9580:616,1231,4072,902,542,861,1511,642,554,564
9590:542,58,518,61,302,17,554,289,1196,902
9593:87559,66036,64944,76612,64645,69547,66257,72421,38626,34702
9606:62160,122620,62480,63961,83079,117219,31194,118615,21544,42879
9612:58,616,302,15,861,57569,289,518,101,8
9613:10085,72760,28741,27745,111940,43701,28889,63413,30176,69117
9614:71405,16197,8139,1216,23297,15212,24117,29485,18364,3433
9630:984,8860,5557,3882,5480,801,1400,7180,16305,14662
9665:58,17,84,29,736,861,518,650,289,8
9666:11644,32772,114181,110603,52322,105939,27811,32850,64732,13388
